"387","17","AB2"
"388","3","BC2"
"389","3","BA3"
"390","1","FF4"
"391","4","BE2"
"391","5","BF2"
"392","1","BB2"
"393","4","BB2"
"394","7","FF6"
"395","3","BE5"
"396","4","EA5"
"397","13","EB5"
"398","11","EC6"
"399","27","AE2"
"400","2","BC2"
"401","1","BC3"
"402","2","BB4"
"403","7","AE4"
"404","9","AB3"
"405","10","AB3"
"406","1","AF4"
"407","7","BE1"
"408","3","FE4"
"409","62","AD3"
"410","11","AD3"
"410","10","AD4"
"411","3","BB1"
"412","5","AB2"
"413","4","BC3"
"414","3","BD1"
"415","5","FE4"
"415","1","FF4"
"416","2","FE4"
"417","5","BC1"
"417","5","BD1"
"418","21","AD4"
"418","2","AE4"
"419","1","AC6"
"420","2","AC6"
"421","6","BC1"
"421","6","FE2"
"422","6","AD2"
"422","1","BA1"
"422","9","BC1"
"423","5","AA2"
"424","13","AA2"
"425","6","AA3"
"426","5","AA3"
"427","1","FF4"
"427","5","FF5"
"428","2","BB1"
"428","2","FF7"
"429","3","FE3"
"430","2","EC5"
"431","10","AB4"
"432","2","BA3"
"432","8","BA5"
"433","6","BB2"
"434","8","BA2"
"435","3","AD2"
"436","1","BC4"
"437","3","AF5"
"438","1","AB1"
"439","3","AB1"
"439","4","BD2"
"440","13","BE2"
"441","6","BC4"
"442","1","BB1"
"443","11","BB3"
"444","6","AB2"
"445","2","AE4"
"446","5","AB2"
"446","5","AB4"
"447","2","AC6"
"448","3","AD5"
"449","6","AD2"
"450","13","AD6"
"451","6","AD6"
"452","2","AD6"
"453","5","AC6"
"454","3","BE5"
"455","7","FE3"
"456","8","BE1"
"457","8","AE2"
"458","3","BF3"
"459","1","FE3"
"460","11","BF3"
"461","3","FE3"
"462","5","AA4"
"463","1","AA2"
"464","1","EA5"
"464","2","EA6"
"465","9","AA2"
"465","4","AC6"
"465","2","AD6"
"466","4","AA4"
"467","3","AD3"
"468","7","BC3"
"469","3","AD4"
"469","1","AE4"
"470","4","FE3"
"471","5","BF1"
"472","5","BF1"
"473","4","BB4"
"473","7","BB5"
"474","2","BA5"
"475","6","BC2"
"475","5","BD2"
"476","5","AE2"
"476","2","BB1"
"476","2","BF5"
"477","5","GA5"
"478","5","BF1"
"479","6","FF5"
"480","6","FF4"
"481","3","BF2"
"482","2","BB3"
"483","5","BC2"
"484","5","AB4"
"485","12","EA6"
"486","3","BB2"
"487","6","AD3"
"488","6","AD3"
"489","8","EA5"
"490","3","BF2"
"491","3","BE2"
"491","1","BF3"
"492","3","AC6"
"493","1","AC6"
"493","5","BB2"
"493","1","BE2"
"494","1","AF4"
"494","2","BD2"
"495","2","BF2"
"496","1","BF3"
"497","2","BA3"
"498","4","BA5"
"499","4","BD3"
"500","6","BA1"
"501","10","BC2"
"502","5","AA2"
"503","5","AB2"
"504","12","EA5"
"505","9","AD3"
"506","5","AB2"
"507","2","AE4"
"508","3","AD3"
"509","22","AB2"
"509","38","FD4"
"510","14","AA4"
"510","19","FD4"
"511","17","AB3"
"512","14","AA3"
"513","2","AA4"
"514","15","AB3"
"514","16","FD4"
"515","17","AA3"
"516","36","AA3"
"517","15","AA3"
"518","13","AA3"
"519","7","AB3"
"520","9","AF6"
"520","6","BD2"
"521","8","AB3"
"522","6","AD2"
"523","2","BB1"
"524","5","BF4"
"525","4","BE3"
"526","7","BF3"
"527","6","AB1"
"527","1","AF2"
"527","5","BF5"
"528","9","AB3"
"529","7","AA4"
"530","37","AA3"
"531","2","AD2"
"531","4","BB1"
"532","6","BB2"
"533","2","BB3"
"533","1","FF4"
"534","5","AF5"
"535","1","AD3"
"536","5","BC3"
"537","26","AA2"
"538","2","AA1"
"539","3","AB2"
"539","1","AE4"
"540","4","BD1"
"541","1","AF6"
"541","2","BD2"
"542","3","BC2"
"543","4","BC4"
"544","4","BD3"
"544","7","BF3"
"545","2","AD2"
"545","2","BE3"
"546","10","BB4"
"546","3","BF1"
"547","54","AB3"
"548","13","AB3"
"549","3","BC1"
"550","10","AB3"
"551","1","EA5"
"552","3","BE5"
"553","3","AE5"
"554","4","FE3"
"555","2","AC6"
"555","4","BA5"
"556","1","AC6"
"557","3","BB3"
"559","1","FD4"
"562","13","FC4"
"563","5","FC5"
"564","6","FB2"
"565","10","FC5"
"566","4","FB3"
"568","7","FA2"
"569","6","FB3"
"569","6","FC3"
"570","13","FA2"
"570","12","FB4"
"570","4","FD4"
"571","2","FA5"
"572","21","FA1"
"572","26","FA4"
"572","10","FB3"
"572","8","FB6"
"573","1","FB6"
"574","19","FA5"
"574","24","FA6"
"575","8","FC4"
"576","12","FB2"
"577","20","FC5"
"578","1","FC2"
"578","14","FD2"
"578","1","FD3"
"579","6","FC3"
"580","4","FC3"
"581","4","FD3"
"582","21","FC2"
"582","7","FD2"
"583","4","FD3"
"584","20","FB5"
"584","3","FB6"
"585","10","FB6"
"586","7","FC3"
"586","3","FC6"
"587","6","FB2"
"587","1","FB3"
"587","2","FB4"
"588","18","FA3"
"589","17","FB5"
"590","4","FA2"
"590","6","FA3"
"590","4","FC4"
"590","1","FD4"
"591","11","FC4"
"592","9","BB5"
"593","2","DD4"
"594","3","DC1"
"595","2","DD3"
"596","8","DD3"
"597","2","DC1"
"598","1","DC5"
"599","2","DD5"
"600","3","DD3"
"601","4","DD2"
"602","2","DC5"
"603","1","DD3"
"603","3","DD4"
"604","2","DC3"
"605","5","DC2"
"605","1","DC3"
"606","4","DC3"
"607","2","DC3"
"608","1","DC5"
"608","2","DD3"
"609","4","DD6"
"610","2","DC4"
"611","2","DC4"
"612","4","DD4"
"613","1","DC3"
"613","1","DC4"
"614","2","DC3"
"615","2","DD5"
"616","4","DD5"
"617","1","DD4"
"617","7","DD6"
"618","2","DC6"
"619","4","DC5"
"620","6","DC1"
"620","6","DD6"
"621","2","DC6"
"622","2","DC5"
"623","1","DC4"
"623","1","DD4"
"624","2","DC2"
"625","2","DC5"
"625","1","DD6"
"626","4","DC2"
"626","2","DC6"
"627","2","DC2"
"627","2","DC6"
"628","2","DC6"
"629","2","DD5"
"630","2","DC4"
"631","4","DC5"
"631","3","DD5"
"631","3","DD6"
"632","4","DD3"
"633","2","DD4"
"634","2","DD5"
"635","1","DB7"
"636","4","AA6"
"636","1","DB4"
"637","1","DB5"
"638","3","AA6"
"639","1","DB6"
"640","1","AA6"
"640","1","DB5"
"641","1","AA6"
"642","2","DA4"
"643","1","AB6"
"644","1","DB5"
"645","1","DB4"
"645","1","DB6"
"646","3","AA6"
"646","1","DB7"
"647","2","DB6"
"648","2","AA6"
"649","1","DB4"
"649","1","FD6"
"650","1","DC6"
"651","1","DB7"
"652","1","AB6"
"653","5","DB6"
"654","1","DB6"
"655","4","FD6"
"656","1","AB6"
"656","1","DB7"
"657","1","AA6"
"658","1","AA6"
"659","1","DB6"
"659","1","DC6"
"660","1","DB6"
"661","1","AB6"
"662","6","DB4"
"663","4","AB6"
"664","1","DB6"
"665","1","DB5"
"666","2","AA1"
"666","2","AB6"
"666","3","DA4"
"666","1","DB5"
"667","2","DB4"
"668","1","AA1"
"668","1","DB5"
"669","3","DB5"
"670","1","AA1"
"671","4","DB7"
"672","1","AA6"
"673","2","AA6"
"674","2","DB4"
"675","1","AA6"
"676","7","AA6"
"676","1","DB7"
"677","1","CA4"
"679","1","CC5"
"680","3","CB6"
"680","1","CC4"
"681","1","EC4"
"683","1","BB2"
"684","1","EC4"
"685","1","EC4"
"686","1","CA1"
"687","4","DD2"
"688","2","DC1"
"689","1","DC1"
"689","7","DD2"
"690","2","DC3"
"692","11","BB5"
"691","2","DD6"
"693","20","EB5"
"694","3","AD2"
"2","7","AA2"
"36","7","AA1"
