"402","5","BB5"
"2","3","CA5"
"3","1","CA1"
"4","2","CA4"
"5","1","CA6"
"6","3","CA2"
"7","3","CA1"
"8","1","CA8"
"9","1","CA9"
"10","3","CA7"
"11","3","CA1"
"12","3","CA1"
"13","1","CA1"
"14","4","CA1"
"15","4","CA1"
"16","1","CA3"
"17","1","CA1"
"18","1","CB1"
"19","1","CB1"
"20","3","CB1"
"21","2","CB1"
"22","2","CB1"
"23","1","CB1"
"24","1","CB1"
"25","1","CB1"
"26","2","CB1"
"27","1","CB1"
"28","2","CB1"
"29","20","CB1"
"29","5","CC1"
"30","1","CB1"
"31","8","CC1"
"32","4","CC1"
"33","2","CC1"
"34","1","CC1"
"35","8","CC1"
"36","9","CC1"
"36","1","CC4"
"37","2","CD1"
"38","2","CD1"
"39","7","CD1"
"40","6","CD1"
"41","4","CD1"
"42","3","CD1"
"43","2","CA2"
"44","4","CA2"
"45","2","CA2"
"46","1","CA2"
"47","5","CA2"
"48","3","CA2"
"49","3","CA2"
"50","5","CA2"
"51","1","CA2"
"52","5","CA2"
"53","3","CA2"
"54","1","CA2"
"55","1","CA2"
"56","1","CA2"
"57","7","CA2"
"58","1","CB2"
"59","6","CB2"
"60","4","CB2"
"61","2","CB2"
"62","1","CB2"
"63","1","CB2"
"64","1","CB2"
"65","2","CB2"
"66","4","CB2"
"67","2","CB2"
"68","1","CB2"
"69","1","CB2"
"70","1","CB2"
"71","1","CB2"
"72","1","CC2"
"73","2","CC2"
"74","6","CC2"
"75","1","CC2"
"76","6","CC2"
"77","3","CC2"
"78","2","CC2"
"79","9","CC2"
"80","1","CC2"
"81","1","CC2"
"82","1","CC2"
"83","1","CD2"
"84","4","CD2"
"85","1","CD2"
"86","2","CD2"
"87","1","CD2"
"88","5","CD2"
"89","1","CD2"
"90","1","CD2"
"91","6","CD2"
"92","6","CD2"
"93","2","CD2"
"94","2","CD2"
"95","1","CA3"
"95","1","CC3"
"95","1","CD2"
"96","2","CA3"
"97","4","CA3"
"98","1","CA3"
"99","1","CA3"
"100","5","CA3"
"101","2","CA3"
"102","1","CA3"
"103","3","CB3"
"103","1","CD2"
"104","2","CB3"
"105","2","CB3"
"106","3","CB3"
"107","3","CB3"
"108","1","CB3"
"109","3","CB3"
"110","6","CB3"
"111","3","CB3"
"112","1","CB3"
"113","2","CB3"
"114","3","CB3"
"115","3","CC3"
"116","1","CC3"
"117","4","CC3"
"118","3","CC3"
"119","5","CC3"
"120","1","CC3"
"121","2","CC3"
"122","2","CC3"
"123","2","CC3"
"124","4","CC3"
"125","1","CC3"
"126","2","CC3"
"127","9","CD3"
"127","2","CD4"
"128","4","CD3"
"129","1","CD3"
"130","3","CD3"
"131","4","CD3"
"132","3","CD3"
"133","2","CD3"
"134","2","CA4"
"135","1","CA4"
"136","1","CA4"
"137","1","CA4"
"138","3","CA4"
"139","2","CA4"
"140","3","CA4"
"141","3","CA4"
"142","9","CA4"
"143","3","CA4"
"144","5","CB4"
"145","3","CB4"
"146","2","CB4"
"147","5","CB4"
"148","2","CB4"
"149","3","CB4"
"150","4","CB4"
"151","2","CB4"
"151","1","CC4"
"152","2","CB4"
"153","3","CC4"
"154","3","CC4"
"155","5","CC4"
"156","3","CC4"
"157","1","CD4"
"158","4","CD4"
"159","3","CD4"
"160","4","CD4"
"161","2","CD4"
"162","6","CA5"
"163","2","CA5"
"164","3","CA5"
"165","5","CA5"
"166","4","CA5"
"167","1","CA5"
"168","1","CA5"
"169","3","CA5"
"170","4","CB5"
"171","1","CB5"
"172","1","CB5"
"173","2","CB5"
"174","1","CB5"
"175","2","CB5"
"176","3","CB5"
"177","2","CB5"
"178","8","CB5"
"179","4","CC5"
"180","1","CC5"
"181","1","CC5"
"182","1","CC5"
"183","2","CC5"
"184","9","CC5"
"185","7","CC5"
"186","4","CC5"
"187","2","CC5"
"188","3","CC5"
"189","2","CD5"
"190","1","CD5"
"191","1","CD5"
"192","3","CD5"
"193","5","CD5"
"194","5","CA6"
"195","2","CA6"
"196","5","CA6"
"197","1","CA6"
"198","2","CA6"
"199","3","CA6"
"199","1","CD5"
"200","2","CD5"
"201","8","CA6"
"201","6","CD5"
"203","5","CB6"
"204","1","CB6"
"205","1","CB6"
"206","1","CB6"
"207","2","CB6"
"208","3","CB6"
"209","2","CB6"
"210","2","CB6"
"211","5","CC6"
"212","2","CC6"
"213","6","CC6"
"214","1","CC6"
"215","1","CC6"
"216","2","CC6"
"217","5","CC6"
"218","2","CC6"
"219","2","CC6"
"220","2","CC6"
"221","3","CC6"
"222","2","CD6"
"223","1","CD5"
"223","2","CD6"
"224","2","CD6"
"225","2","CD6"
"226","3","CD6"
"227","1","CD6"
"228","3","CD6"
"229","7","EA3"
"230","2","EA3"
"231","6","EA3"
"232","7","EB3"
"232","1","EC3"
"233","1","EB3"
"234","3","EB3"
"235","2","EB3"
"236","1","EB3"
"237","3","EB3"
"238","10","EB3"
"239","3","EB3"
"240","4","EB3"
"241","1","EB3"
"241","8","EC3"
"242","1","EC3"
"243","2","EC3"
"244","9","EC3"
"245","2","EC3"
"246","3","EC3"
"247","2","EC3"
"248","1","EC3"
"249","2","EC3"
"250","1","EC3"
"251","1","EC3"
"252","1","EC3"
"253","1","EC3"
"254","1","EC3"
"255","1","EC4"
"256","3","EC4"
"257","5","EC4"
"258","5","EC4"
"259","2","CC6"
"260","2","EC4"
"261","5","EC4"
"262","2","AD4"
"264","6","BF2"
"265","4","BE2"
"266","5","AA4"
"267","1","AB2"
"267","8","EA5"
"268","1","AD3"
"269","2","BA4"
"270","4","BA3"
"271","7","BA4"
"271","6","BE4"
"272","12","EC5"
"273","14","AA3"
"274","1","BF2"
"275","3","BB3"
"276","1","BA2"
"276","8","BD2"
"277","1","AB1"
"277","7","AF6"
"277","7","BD4"
"278","8","AA2"
"279","2","AB3"
"279","15","AD5"
"279","7","AE4"
"280","4","AA2"
"281","9","AB4"
"281","4","AD5"
"282","7","BC3"
"283","12","BC4"
"283","4","BD4"
"284","11","BA1"
"285","1","BD2"
"286","2","AF4"
"287","2","AF2"
"287","5","AF5"
"287","4","GA5"
"288","5","AA4"
"289","11","AD4"
"290","5","AB2"
"291","19","AD3"
"292","6","AA3"
"293","50","AA4"
"293","21","FD4"
"294","3","AA3"
"294","3","AA4"
"295","3","AA3"
"296","3","BA1"
"297","5","BA4"
"297","6","BA5"
"297","1","BB4"
"298","6","BA2"
"299","3","AF2"
"300","2","FF4"
"301","4","BA2"
"301","6","BB2"
"301","4","BB3"
"302","19","AB2"
"303","2","AD2"
"303","4","AF4"
"303","6","FE2"
"304","2","FF5"
"305","2","FE3"
"306","8","BA3"
"307","1","FE3"
"307","3","FF5"
"307","1","FF6"
"308","8","BA3"
"309","6","BA3"
"310","3","AE2"
"310","14","BE5"
"310","1","BF5"
"311","2","FF4"
"312","4","BA2"
"312","6","BB3"
"313","5","BA2"
"313","7","BB2"
"313","2","BB3"
"314","2","BF1"
"315","7","FF6"
"316","1","FF4"
"316","3","FF6"
"317","2","BE2"
"318","2","BC4"
"319","1","EC6"
"320","6","BC1"
"320","5","FE2"
"320","6","FF5"
"321","7","BA3"
"322","1","BD4"
"322","3","BF1"
"323","10","AB2"
"324","5","BB5"
"324","1","BC3"
"325","3","BA4"
"326","22","AB2"
"327","14","AA2"
"327","1","AD3"
"328","4","FE4"
"328","5","FF7"
"329","1","BB3"
"330","1","AF2"
"330","8","BC4"
"331","2","FE3"
"332","1","AB1"
"332","4","AF6"
"333","4","FF4"
"334","3","AD2"
"335","6","BB4"
"335","6","BE4"
"336","2","AB2"
"337","10","AA2"
"338","8","AA2"
"339","6","AB2"
"340","2","AD4"
"341","3","AF3"
"342","3","BC2"
"343","4","AE4"
"344","4","BE1"
"345","12","AB3"
"346","5","AA3"
"347","22","AA2"
"348","9","AB3"
"349","5","BF5"
"350","6","BB1"
"350","1","BF4"
"350","6","BF5"
"351","4","BA2"
"351","4","BB3"
"352","2","BB1"
"353","1","BB1"
"354","4","AF4"
"355","3","AD4"
"356","2","BE3"
"357","8","BF2"
"358","3","AD2"
"359","13","FF4"
"360","6","FF5"
"361","3","BB4"
"361","2","FE3"
"362","6","AA4"
"363","10","AA3"
"364","3","AA1"
"364","4","AA2"
"365","2","EC5"
"366","3","FF4"
"367","5","AB3"
"368","7","BA5"
"369","2","BD4"
"370","2","EC6"
"371","5","BA4"
"372","2","FF5"
"372","3","FF6"
"373","1","FF5"
"373","3","FF6"
"374","5","BC4"
"375","2","BB2"
"375","3","BF2"
"375","1","BB3"
"376","2","AF1"
"376","2","AF5"
"376","4","AF6"
"377","18","AD4"
"378","12","AE4"
"379","7","AB2"
"380","3","AF6"
"381","6","BA2"
"381","8","BA4"
"382","4","BC4"
"382","6","BE2"
"383","7","AA2"
"384","11","AA4"
"385","6","AB3"
"386","1","BA5"
